5873584146	5465883447	1.0
5938402747	4173806564	1.0
5249466002	4076508950	1.0
5793099229	3518360530	1.0
5850963260	5318261214	1.0
6098280742	5554238710	1.0
5300532150	9483971635	1.0
5687648928	4098491616	1.0
3920135966	10207009288	1.0
5732711578	5865103081	1.0
1670708241	4422064403	1.0
5554238710	4091630212	1.0
5764399974	7683189266	1.0
5676153686	5534789529	1.0
5968078170	5753318554	1.0
1367732589	4091725801	1.0
5428899487	10131298034	1.0
5844855249	4126857451	1.0
4047532712	4091629267	1.0
3129179652	10035724830	1.0
1974590595	8735207683	1.0
5133722073	3832752801	1.0
6156330799	4092694649	1.0
5523967974	5500511288	1.0
2083130837	4004973782	1.0
5435592382	5440505437	1.0
5556004175	4105646987	1.0
4309656462	6491628297	1.0
1660036908	8078741860	1.0
5815105964	3448990529	1.0
13371431	13369871	1.0
8323783447	8223806460	1.0
3386411875	6364634634	1.0
3060291923	7342628488	1.0
5294330711	8175251525	1.0
10288333433	10007728315	1.0
5804281809	4174994202	1.0
4531973509	5590215492	1.0
4130541411	4178185537	1.0
1584716379	7495127158	1.0
4987577796	4986745708	1.0
5008628438	9835716069	1.0
2746529872	8156253234	1.0
2766898066	2832238116	1.0
5342350054	10173161051	1.0
3964472193	7250368545	1.0
5497686099	3899978506	1.0
5909010717	8735207683	1.0
5207339039	4126856531	1.0
5806862206	3677751434	1.0
3301487240	6227952748	1.0
4422064403	6453281608	1.0
5955439932	6223087404	1.0
2372260341	2359043865	1.0
2664997088	3969212886	1.0
4902842988	3899978506	1.0
11415111	4405015304	1.0
5109504273	4037153448	1.0
5687500586	4159239085	1.0
4769917201	4765444145	1.0
5523729537	4021866322	1.0
6121662508	5763146822	1.0
5844851491	8011201175	1.0
6097422123	3150605515	1.0
5562532293	5463671178	1.0
4311238638	2610278611	1.0
3421472612	4128860746	1.0
2558537991	2772947114	1.0
5566608691	5137637371	1.0
5735184416	5594214150	1.0
5835500251	3357440064	1.0
5622980947	5232614346	1.0
1670708241	9246541283	1.0
5279204093	9232944485	1.0
3987647408	3987547489	1.0
5550859348	3781624223	1.0
5239301800	4097058369	1.0
5471458162	5875142224	1.0
1584716379	4695966893	1.0
5497832579	2127732682	1.0
4880876571	5426420181	1.0
5103900583	7110225841	1.0
4907196907	4925728454	1.0
5106006656	4130059585	1.0
4028224928	9790514180	1.0
4362202276	4422607989	1.0
5693388603	9436587365	1.0
5279204093	9365843614	1.0
8735206242	8881599626	1.0
6138124920	10108832073	1.0
6227952748	8782332606	1.0
5383656914	5273256720	1.0
1251289107	4046120032	1.0
6013101036	4070226840	1.0
5911058827	5911057069	1.0
4385638948	3811108594	1.0
5757262218	5751763674	1.0
4783947594	4803301171	1.0
929683238	3657447582	1.0
4385638948	7373707893	1.0
4069131862	4123181247	1.0
