4317998886	6217976252	1.0
5388810846	5389219054	1.0
2887732280	2866205005	1.0
5652388277	4415337726	1.0
6172463412	6384370325	1.0
3677751434	5357994848	1.0
11413851	4065724430	1.0
1415033965	6255034264	1.0
5275958289	5353316323	1.0
6275318022	6252791602	1.0
5581909680	4117326571	1.0
5632125455	4090720700	1.0
4109986115	8096911020	1.0
5803093731	5802989094	1.0
4796348296	4823537326	1.0
4810481090	4072948536	1.0
4119430122	9600401118	1.0
4046114862	9660961716	1.0
5614374097	5748577104	1.0
8078737128	10131298034	1.0
1930559292	3595454079	1.0
4415334036	3469907062	1.0
4133530907	9259531334	1.0
6453281608	5729999940	1.0
6038491678	5759354755	1.0
5161529680	5582784477	1.0
5945738392	2829075867	1.0
6423794923	5565134951	1.0
6415240026	6324882352	1.0
5379135130	3900442672	1.0
2215614636	4124234117	1.0
2712160322	4064707432	1.0
4400996168	8881599626	1.0
5337883997	5639666108	1.0
4049868959	2831934197	1.0
5335103063	5187930630	1.0
4800584604	5879214078	1.0
8290495485	7679385624	1.0
4416694563	4345047549	1.0
6215583006	6395600021	1.0
5728885252	6273012875	1.0
929683188	5103900583	1.0
1584716379	5860996015	1.0
1748604937	5133973899	1.0
3134823386	3318636214	1.0
8621616229	7737566423	1.0
3170370533	6781334359	1.0
5909010717	9371182130	1.0
2656524518	7809259765	1.0
3904364887	4299452890	1.0
6361933185	3247983828	1.0
5925832964	6036394772	1.0
4799224057	9233988593	1.0
6175806805	356334202	1.0
5546311107	3281336693	1.0
2400607041	5580861116	1.0
5639666108	8017544679	1.0
4656316194	4889602687	1.0
4797325338	5763725150	1.0
6008469379	5686227032	1.0
5211564948	4072442560	1.0
6185516113	4171322545	1.0
4128860746	4399547593	1.0
6187103441	6364180568	1.0
2128381310	4114965559	1.0
5476409429	5586540845	1.0
4178185537	8835575721	1.0
3448990529	4040069064	1.0
4483133245	4404553408	1.0
3781624223	7221143108	1.0
1878267823	5133261951	1.0
5060531016	4169372646	1.0
5835500251	4145993821	1.0
5997186869	9616123321	1.0
4950179544	4121707375	1.0
5223526105	4409029803	1.0
3397838988	6190373388	1.0
3501662267	5811032254	1.0
3357440064	10454350534	1.0
5386206028	5441871781	1.0
4405013098	10429953801	1.0
3467384844	9220494015	1.0
1974590595	7112863067	1.0
8351373466	9034194712	1.0
5223526105	4112014093	1.0
5350115552	4037471789	1.0
6016779605	4126852658	1.0
3894164691	4856226494	1.0
5736411035	8149517656	1.0
5723467172	5955435685	1.0
6278291046	3973097827	1.0
3214739266	3957005715	1.0
5363295726	8621616229	1.0
4425073412	4129424553	1.0
10017499729	10016196290	1.0
2083130837	2414322365	1.0
10295728744	10020736308	1.0
5527028620	4937921773	1.0
6007371707	8681166446	1.0
4868038933	5804438154	1.0
4388141484	4137306153	1.0
3448461358	4073754531	1.0
6125948305	5628123204	1.0
1267552457	4150748469	1.0
3993351753	4006161233	1.0
3270846258	5232614346	1.0
4801302520	4734520130	1.0
6297549513	4079040474	1.0
4388354921	9655728296	1.0
6045790299	10199298668	1.0
7909985645	7225145194	1.0
4726515550	4773513778	1.0
9623717347	9635222174	1.0
4040549668	10454350534	1.0
5655609921	2499075629	1.0
4950179544	9321738395	1.0
5754915431	6064155435	1.0
4311634700	8283549123	1.0
4132299830	4367061156	1.0
5898689822	4334034918	1.0
5518239693	4140260235	1.0
5682046711	1923484632	1.0
4025562910	9547582416	1.0
4126857451	4405015304	1.0
7451448596	6832618526	1.0
6177708209	9479521187	1.0
5844855249	5516722995	1.0
4027188618	6655241113	1.0
5754845039	5737814199	1.0
3904364887	4106750843	1.0
4132904658	9856007533	1.0
5703236130	3832752801	1.0
5689441552	5690710034	1.0
5638093353	5517323210	1.0
4388354921	9613301585	1.0
5872920156	4352586133	1.0
6091493355	6087494459	1.0
3386038245	5945738392	1.0
5027426638	2850186047	1.0
5819718862	4101365338	1.0
4385638948	8283549123	1.0
3899978506	7020949457	1.0
5377162656	3501662267	1.0
5179212154	4405016827	1.0
5714025196	7862933442	1.0
5329192681	3300868255	1.0
5029170053	6713553391	1.0
5205420992	10444636489	1.0
5628123204	10435986463	1.0
3916201153	8339970038	1.0
5485545644	4051989031	1.0
6181860801	5786189426	1.0
5369792393	9855079806	1.0
929682998	6757399970	1.0
9060973800	8861152527	1.0
6230824106	5911406719	1.0
4866103999	4838941932	1.0
5497686099	6227952748	1.0
4140713129	9594728761	1.0
4938238058	10454350534	1.0
6409094684	5718541339	1.0
6416807302	6416807144	1.0
5279028667	4099008772	1.0
1279157097	4174994202	1.0
6385821675	6459700536	1.0
10454131210	10228406090	1.0
4325103156	9682216851	1.0
5441845855	4045016369	1.0
3640974670	4333443745	1.0
6297311508	5594990845	1.0
4135094181	3467384844	1.0
6125948305	4111164430	1.0
929683156	5363295726	1.0
3394041316	5811030390	1.0
4110917052	5490224474	1.0
4961166131	3995379211	1.0
10389362659	10291013595	1.0
4483133245	9636614956	1.0
4120610785	9701957104	1.0
2744600823	2709225538	1.0
4789669111	5995892635	1.0
3993043661	3992779309	1.0
5059276901	5357994848	1.0
4096206355	5650242391	1.0
5646621550	8156543729	1.0
5677719950	4143522259	1.0
5955435685	4098493119	1.0
6085497173	6082229679	1.0
5916573726	4173806564	1.0
4419586307	3996516130	1.0
2303138052	9444545799	1.0
6440253404	3309112291	1.0
5924177962	5714394897	1.0
5398298608	3885229272	1.0
5939675053	5864295000	1.0
5728562954	3467384844	1.0
5687394468	5547179132	1.0
5891792011	6260981691	1.0
3922401663	4105934161	1.0
929682908	6781334359	1.0
5089362780	7338067881	1.0
5655602386	4084772149	1.0
2032077053	5293978787	1.0
9654789251	6392301511	1.0
5506566240	5977242787	1.0
4983870628	10114340936	1.0
5660834817	3923421935	1.0
4050473716	4050500767	1.0
4385638948	4821943858	1.0
5671787520	5442138223	1.0
4982721008	4801631600	1.0
5888060490	9344461491	1.0
5658184752	8568604021	1.0
5485024436	6227637
